Elev_ID;Koen;Alder;Gennemsnitskarakter;Foraeldreuddannelsesniveau;Deltager_i_fritidsaktiviteter;Transporttid;Deltidsjob;Yndlingsfarve;Har_kaeledyr;Fravaersprocent;Stoppet
488;1;17;8.3;4;1;38;0;Lilla;0;41;0
489;0;20;3.5;1;1;15;0;Lilla;1;15;0
490;0;17;6.5;2;1;44;0;Blaa;1;40;1
491;1;18;6.9;2;1;30;0;Lilla;1;23;0
492;0;18;5.9;2;0;42;0;Groen;1;45;1
493;0;18;9.7;1;1;51;0;Blaa;1;27;1
494;1;18;7.6;2;0;14;0;Groen;0;12;0
495;0;19;3.5;1;0;6;1;Blaa;1;33;1
496;0;20;4.7;4;0;48;0;Lilla;0;17;1
497;0;17;9.7;1;1;39;0;Groen;0;10;1
498;1;17;3;4;1;43;0;Groen;0;4;0
499;0;18;10.7;1;0;51;0;Groen;0;38;1
500;1;18;2.3;4;0;49;1;Blaa;0;30;0
